PLAYER,RND,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,KMAX,K,D,A,FK,FD,
Hannah,270,224.2,1.19,0.67,146.9,0.83,0.11,0.15,0.08,0.28,0.15,34,225,189,30,40,21,
Temperature,390,224.2,1.07,0.73,147.6,0.79,0.34,0.13,0.08,0.29,0.1,30,307,287,132,52,33,
Kamisseq,296,224.1,1.11,0.72,146,0.77,0.39,0.13,0.13,0.26,0.14,25,228,206,114,38,39,
DaveeyS,303,224.1,1.02,0.73,145.8,0.76,0.17,0.19,0.17,0.27,0.11,24,231,227,52,57,50,
rion,474,224.1,1.19,0.74,145.2,0.81,0.25,0.12,0.08,0.32,0.09,31,383,323,119,59,39,
heat,587,223.9,1.18,0.7,149,0.82,0.12,0.14,0.12,0.32,0.11,39,483,408,71,80,70,
FREY,938,223.8,1.18,0.73,143.4,0.81,0.16,0.14,0.09,0.21,0.13,28,761,643,148,129,86,
GianSanity,470,223.8,1.07,0.7,143.9,0.8,0.19,0.16,0.13,0.23,0.17,31,374,350,90,73,62,
Kay,636,223.8,1.15,0.7,149.7,0.81,0.17,0.13,0.13,0.31,0.2,31,518,452,107,80,83,
Samsi,309,223.8,1.16,0.78,150.7,0.8,0.27,0.11,0.06,0.17,0.23,26,247,213,83,33,18,
Jremy,448,223.7,1.17,0.74,148.3,0.77,0.27,0.1,0.07,0.23,0.16,26,345,295,122,46,33,
shonk,906,223.7,1.07,0.71,143.1,0.78,0.22,0.14,0.13,0.31,0.2,26,706,657,202,128,114,
cortezia,937,223.7,1.01,0.72,148.3,0.75,0.39,0.08,0.09,0.27,0.13,26,705,697,369,72,82,
ban,396,223.2,1.02,0.72,143.7,0.75,0.19,0.19,0.15,0.26,0.21,23,298,291,76,74,59,
Asuna,510,223.1,1,0.71,143.7,0.74,0.39,0.13,0.16,0.21,0.17,25,379,380,199,65,81,
gobera,757,223,1.04,0.67,147.7,0.77,0.22,0.13,0.16,0.2,0.13,27,580,560,164,95,122,
jakee,874,222.7,1.02,0.7,147.8,0.76,0.3,0.09,0.09,0.33,0.22,33,663,649,260,82,82,
Paincakes,803,222.6,1.06,0.71,145,0.78,0.27,0.12,0.13,0.27,0.08,27,625,587,217,99,104,
syfi,982,222.4,1.01,0.7,145.7,0.77,0.2,0.15,0.14,0.2,0.1,27,752,745,196,147,136,
Leo,761,222.4,1.25,0.78,144.5,0.79,0.36,0.07,0.05,0.23,0.1,31,604,484,271,53,35,
Sand,362,222.2,1.07,0.7,146,0.77,0.21,0.1,0.1,0.25,0.13,32,279,260,76,35,37,
QutionerX,331,222.2,1.05,0.7,153.2,0.79,0.18,0.2,0.19,0.24,0.14,44,262,250,58,66,62,
ness,228,221.9,1.29,0.75,139.9,0.8,0.19,0.13,0.08,0.32,0.05,26,183,142,43,29,19,
MattZ,401,221.8,1.02,0.65,145.9,0.78,0.14,0.14,0.15,0.28,0.11,33,314,308,57,57,61,
meL,431,221.6,1.23,0.75,140.7,0.78,0.19,0.14,0.11,0.27,0.23,23,337,274,81,61,47,
gMd,362,221.5,1.15,0.75,148,0.78,0.31,0.09,0.07,0.32,0.08,26,282,246,113,33,26,
fr1,934,221.5,0.98,0.69,147.7,0.76,0.17,0.15,0.13,0.32,0.14,27,709,722,155,143,124,
proxima,225,221.5,1.41,0.83,144.5,0.83,0.2,0.11,0.08,0.24,0.16,22,187,133,45,24,19,
Z3RO,294,221.5,1.13,0.71,143.8,0.78,0.19,0.14,0.08,0.27,0.13,25,228,202,56,42,23,
jmoh,438,221.4,1.11,0.71,139.9,0.78,0.22,0.15,0.13,0.16,0.14,29,342,307,95,65,55,
frz,430,221.4,1.29,0.75,149.4,0.8,0.21,0.12,0.09,0.25,0.14,32,345,268,91,52,37,
Raigard,382,221.4,0.99,0.69,141.5,0.75,0.39,0.11,0.13,0.23,0.18,26,287,289,150,42,51,
aeiden,371,221.3,1.11,0.69,140.1,0.77,0.26,0.12,0.1,0.36,0.13,24,287,259,97,46,36,
H1ber,643,221.3,1,0.67,141.1,0.77,0.17,0.16,0.17,0.25,0.16,27,492,493,110,105,110,
SwayZ,1625,221.2,1.24,0.73,144.1,0.82,0.15,0.14,0.09,0.26,0.13,35,1333,1072,244,223,148,
Tuli,306,221.2,0.92,0.6,145.9,0.74,0.14,0.15,0.21,0.27,0.07,23,226,245,43,46,64,
DaviH,375,221.1,1.14,0.74,139.2,0.79,0.34,0.07,0.08,0.24,0.17,26,297,260,126,25,30,
Boostio,522,221.1,1.07,0.7,146.1,0.8,0.16,0.18,0.15,0.26,0.07,31,415,387,85,92,80,
nephh,871,221,1.02,0.75,141.5,0.74,0.39,0.14,0.12,0.21,0.11,27,646,631,344,119,105,
azury,373,220.9,1.22,0.7,142.9,0.8,0.14,0.1,0.1,0.25,0.25,25,298,244,51,37,37,
qqGOD,382,220.9,0.95,0.7,139.1,0.71,0.25,0.13,0.13,0.2,0.07,25,273,287,94,49,51,
YESicaN,646,220.8,1.08,0.74,148,0.76,0.31,0.11,0.09,0.27,0.18,30,492,456,201,69,55,
DVDOV,526,220.8,1.16,0.71,145.6,0.77,0.19,0.12,0.07,0.25,0.1,25,406,350,99,61,39,
cavern,522,220.8,1.02,0.73,146.4,0.73,0.4,0.07,0.07,0.24,0.13,24,381,375,210,38,37,
garnetS,429,220.7,1.05,0.67,142.8,0.78,0.14,0.15,0.17,0.25,0.14,30,334,318,58,66,75,
Julia,380,220.7,1.08,0.69,144.1,0.79,0.15,0.1,0.07,0.38,0.18,24,300,277,56,38,26,
nat1,453,220.6,0.98,0.67,140.3,0.74,0.24,0.15,0.15,0.2,0.2,25,334,342,107,69,69,
wackie,285,220.6,1.17,0.7,138.7,0.81,0.12,0.15,0.16,0.26,0.17,24,230,197,34,43,47,
ScrewFace,997,220.5,1.04,0.68,143.6,0.77,0.23,0.12,0.13,0.22,0.15,27,768,735,231,123,125,
L4CE,262,220.3,1.23,0.74,143.4,0.8,0.3,0.02,0.05,0.31,0.2,23,210,171,79,5,14,
trent,657,220.3,1.06,0.75,146.2,0.76,0.32,0.07,0.07,0.31,0.15,28,497,467,210,48,45,
tuyz,384,220.2,1.02,0.7,137.4,0.76,0.16,0.23,0.2,0.26,0.03,26,293,288,63,89,75,
Mazino,640,220,1.08,0.72,141.9,0.77,0.35,0.09,0.09,0.25,0.15,29,494,458,221,55,57,
MOLSI,293,219.9,0.99,0.7,147.4,0.75,0.27,0.11,0.11,0.26,0.12,26,221,224,80,31,33,
Darker,237,219.7,1.01,0.68,148.1,0.76,0.23,0.08,0.09,0.27,0.12,23,181,180,55,20,21,
Near,555,219.7,1.14,0.73,141.9,0.77,0.24,0.08,0.07,0.29,0.2,25,426,374,135,45,41,
yokitheyo,256,219.6,0.92,0.64,144.9,0.74,0.19,0.17,0.15,0.26,,26,189,205,49,44,39,
Ale,373,219.6,1.04,0.69,144,0.76,0.25,0.11,0.12,0.24,0.1,30,284,274,93,40,43,
Dolph,262,219.6,1.02,0.72,151.5,0.74,0.25,0.16,0.14,0.22,0.1,26,193,190,66,41,37,
Bazzi,280,219.5,1.1,0.73,142.3,0.77,0.23,0.18,0.14,0.17,0.14,27,215,195,64,50,38,
Nanners,215,219.5,0.89,0.64,140.2,0.74,0.23,0.14,0.17,0.2,0.23,29,159,178,50,30,37,
zander,542,219.5,1.15,0.75,141.8,0.74,0.4,0.07,0.09,0.26,0.15,28,403,349,219,40,47,
Yosemite,512,219.4,1.07,0.7,144.2,0.77,0.16,0.14,0.12,0.26,0.16,27,396,370,83,70,63,
Elite,366,219.2,1.28,0.74,140.4,0.83,0.19,0.08,0.08,0.41,0.2,38,303,237,68,31,28,
szimpli,309,219.1,0.99,0.72,144.7,0.77,0.18,0.2,0.15,0.28,,28,237,239,55,61,47,
SUYGETSU,965,219.1,1.2,0.75,144.8,0.8,0.23,0.08,0.05,0.32,0.14,35,774,645,220,74,47,
RaM,1118,219,1.07,0.72,143.5,0.76,0.28,0.11,0.11,0.25,0.12,27,850,794,317,123,127,
kat,431,219,1.28,0.75,135.7,0.79,0.28,0.09,0.07,0.37,0.18,24,342,268,122,37,32,
refinnej,203,218.9,1.12,0.69,137.6,0.76,0.17,0.16,0.14,0.19,0.14,20,155,138,35,33,29,
Marky,854,218.9,0.98,0.68,144.3,0.76,0.18,0.16,0.18,0.21,0.15,31,648,658,155,138,157,
Avez,306,218.9,0.97,0.62,139.8,0.75,0.15,0.16,0.21,0.23,0.17,26,231,239,47,50,63,
Verno,1416,218.9,1.4,0.77,143.6,0.8,0.24,0.08,0.04,0.23,0.17,29,1134,812,346,107,53,
FireBallOps,1325,218.8,1.02,0.67,146.1,0.77,0.17,0.13,0.15,0.29,0.12,26,1015,992,219,172,194,
Excali,787,218.7,1.1,0.74,142.3,0.76,0.32,0.1,0.12,0.28,0.23,29,599,546,251,80,96,
v1c,705,218.6,1.16,0.75,143.2,0.77,0.36,0.08,0.08,0.25,0.17,26,544,468,257,53,55,
shd,431,218.5,0.94,0.63,139.2,0.74,0.15,0.16,0.17,0.23,0.06,25,320,341,66,70,72,
Alyx,226,218.5,1.05,0.59,140.7,0.81,0.12,0.15,0.19,0.28,0.1,32,183,174,27,35,43,
Kushay,380,218.3,0.95,0.72,140.9,0.74,0.37,0.11,0.1,0.3,0.17,25,280,296,142,43,39,
Jonaaa6,919,218.2,1.16,0.75,143.5,0.79,0.38,0.08,0.07,0.25,0.19,34,723,625,348,74,65,
Zino,375,218.1,1.22,0.69,138.6,0.82,0.08,0.15,0.14,0.3,0.08,28,308,252,29,58,53,
jcrueL,390,218.1,1.08,0.7,137.6,0.78,0.14,0.13,0.09,0.18,0.08,27,304,281,54,49,35,
qw1,846,218,1.14,0.68,138.7,0.8,0.14,0.17,0.14,0.26,0.16,30,676,591,117,144,119,
paTiTek,466,218,1.11,0.77,141,0.75,0.36,0.11,0.11,0.22,0.19,27,349,314,170,51,49,
Deadly10,573,217.9,0.91,0.63,139.8,0.77,0.17,0.2,0.2,0.26,0.11,31,443,487,98,113,112,
theia,645,217.9,1.2,0.68,139,0.8,0.15,0.13,0.09,0.21,0.12,30,513,428,94,86,59,
Yoshii,1034,217.8,0.96,0.68,139.2,0.75,0.17,0.18,0.17,0.24,0.12,28,774,803,178,190,174,
Katashio,455,217.8,0.92,0.66,139.6,0.74,0.2,0.1,0.11,0.24,0.15,31,336,364,90,47,52,
cNed,507,217.8,1.04,0.67,140.2,0.77,0.14,0.16,0.12,0.29,0.05,24,389,373,72,80,61,
Bob,431,217.7,1.33,0.8,144.8,0.76,0.38,0.1,0.07,0.32,0.23,28,329,247,165,45,29,
chloric,333,217.6,0.98,0.68,146.2,0.75,0.34,0.1,0.09,0.19,0.14,34,250,254,112,32,31,
hoody,396,217.6,1,0.72,139.6,0.74,0.32,0.15,0.12,0.26,0.07,25,293,294,128,59,49,
randyySAVAGE,888,217.3,1.16,0.7,142.1,0.8,0.14,0.14,0.11,0.28,0.2,28,713,616,128,127,95,
rajadaJJ,698,217.1,1.13,0.69,137.6,0.77,0.13,0.16,0.1,0.28,0.13,25,535,472,91,109,71,
ntk,892,217.1,1.1,0.71,141.2,0.72,0.35,0.1,0.1,0.22,0.2,28,645,588,310,92,88,
Tag,294,217,1.02,0.68,137.2,0.75,0.2,0.13,0.14,0.23,0.14,26,220,215,58,38,42,
Feniz,303,216.9,1.01,0.68,150.2,0.76,0.18,0.12,0.12,0.25,0.1,33,229,227,54,37,36,
ketarys,335,216.8,1.11,0.73,142.4,0.76,0.31,0.07,0.05,0.28,0.17,24,256,230,103,23,17,
xazyy,294,216.8,1.24,0.68,135.3,0.76,0.3,0.1,0.12,0.26,0.26,28,224,180,89,30,34,
supermonkey,227,216.8,0.93,0.7,139.4,0.78,0.13,0.21,0.17,0.27,0.08,31,178,191,30,48,38,
BerserX,1102,216.7,1.07,0.72,135.3,0.76,0.18,0.16,0.16,0.22,0.2,30,840,787,198,179,177,
w0rldw1de,410,216.6,1.02,0.71,142.2,0.76,0.3,0.06,0.08,0.35,0.09,32,310,304,125,26,33,
let,304,216.5,0.86,0.63,141.9,0.71,0.17,0.16,0.24,0.26,,23,216,250,51,49,72,
PapiChulo,441,216.4,1.2,0.77,143.6,0.77,0.27,0.08,0.07,0.22,0.15,26,339,283,117,36,31,
arbie,586,216.4,1.15,0.77,140,0.75,0.38,0.1,0.08,0.26,0.15,25,440,383,222,58,45,
miniature,445,216.3,1.03,0.7,144.7,0.74,0.32,0.11,0.09,0.33,0.11,27,329,318,141,49,39,
Texta,584,216.1,1.16,0.74,134.1,0.75,0.37,0.08,0.08,0.25,0.24,26,437,378,214,47,45,
ShonP,273,216.1,1.03,0.77,150,0.71,0.37,0.07,0.05,0.25,0.08,25,194,188,102,20,15,
Kakarot,526,216,0.96,0.71,136,0.73,0.33,0.09,0.09,0.2,0.14,24,383,398,172,48,49,
tatzuki,464,216,0.92,0.64,139.5,0.75,0.21,0.19,0.22,0.25,0.11,28,349,379,96,90,102,
Enjoy,658,215.8,1.07,0.75,135.1,0.77,0.18,0.16,0.14,0.21,0.18,26,505,472,119,106,92,
ZexRow,1209,215.7,1.28,0.73,136.7,0.81,0.14,0.12,0.09,0.22,0.16,30,975,760,175,143,110,
LunaFox,562,215.6,1.03,0.72,144.5,0.74,0.36,0.06,0.07,0.22,0.18,37,414,401,205,33,41,
seven,362,215.6,1.03,0.7,135.7,0.73,0.18,0.18,0.15,0.23,0.24,29,264,256,64,65,55,
Dazlly,753,215.5,1.13,0.71,141.6,0.77,0.23,0.09,0.11,0.22,0.33,33,580,512,173,69,84,
Lear,448,215.5,1.03,0.73,141.5,0.72,0.3,0.09,0.08,0.2,0.09,22,324,314,136,42,36,
Neon,969,215.5,1.11,0.71,136.4,0.76,0.17,0.16,0.14,0.2,0.17,28,740,667,161,154,135,
penny,542,215.5,1.1,0.73,137.1,0.78,0.2,0.13,0.15,0.25,0.12,23,422,384,107,71,82,
Oderus,970,215.5,1.06,0.69,137.5,0.74,0.2,0.13,0.14,0.29,0.23,27,718,678,198,128,136,
Toon,253,215.5,1.13,0.71,142.9,0.74,0.19,0.1,0.1,0.26,0.18,25,188,167,48,26,26,
Isla,607,215.4,0.97,0.65,139.4,0.76,0.11,0.16,0.16,0.39,0.15,27,461,473,67,99,100,
str1keR,753,215.3,1.02,0.7,142.8,0.75,0.29,0.09,0.07,0.23,0.15,27,563,554,218,70,49,
Kicks,455,215.3,1.08,0.69,135.9,0.77,0.35,0.09,0.09,0.26,0.18,24,350,325,161,40,43,
Crescent,721,215.3,1.09,0.68,134.5,0.77,0.11,0.16,0.12,0.22,0.13,27,556,512,78,115,90,
dzii,938,215.3,1.06,0.72,137.8,0.76,0.21,0.12,0.14,0.19,0.13,27,709,672,193,112,127,
txddy,369,215.3,1.11,0.72,141.8,0.76,0.25,0.07,0.06,0.3,0.24,26,281,254,93,27,22,
jannyXD,345,215.1,1.08,0.72,140.9,0.76,0.19,0.17,0.13,0.25,0.18,22,261,241,67,57,46,
FIEND,483,215,1.02,0.69,142.3,0.76,0.15,0.15,0.13,0.22,0.14,26,366,359,73,73,62,
d4v41,965,214.9,1.31,0.78,139.8,0.78,0.34,0.08,0.05,0.26,0.18,23,752,576,324,78,45,
norsin,306,214.9,0.98,0.71,135.8,0.74,0.31,0.08,0.08,0.35,0.03,25,225,229,95,25,25,
SpYzera,1124,214.8,1.14,0.74,140.4,0.77,0.23,0.11,0.1,0.27,0.19,31,870,764,256,125,118,
Sayaplayer,657,214.7,1.03,0.69,137.9,0.76,0.14,0.18,0.15,0.27,0.13,30,498,485,94,119,96,
Quick,319,214.7,1.08,0.68,137.3,0.77,0.1,0.17,0.13,0.25,0.23,23,247,228,31,54,43,
Ritha,225,214.7,1.11,0.76,140.7,0.73,0.28,0.1,0.09,0.22,0.12,23,165,148,63,23,20,
corey,362,214.7,1.18,0.7,142.8,0.76,0.14,0.11,0.1,0.27,0.15,24,274,233,51,40,35,
adverso,679,214.6,1.07,0.72,136.2,0.75,0.25,0.1,0.09,0.28,0.12,29,507,473,173,70,64,
Sozi,272,214.6,0.97,0.65,140,0.75,0.21,0.07,0.07,0.29,0.04,23,203,210,56,18,19,
baddyG,643,214.3,1.09,0.76,143.1,0.74,0.38,0.07,0.06,0.24,0.14,37,474,436,246,46,40,
CTC,478,214.2,1.05,0.69,139.8,0.74,0.22,0.14,0.14,0.18,0.24,26,353,337,104,67,69,
marteen,209,214,0.94,0.67,142,0.73,0.21,0.13,0.16,0.26,0.21,27,152,162,44,28,33,
nabil,354,213.9,0.99,0.66,142.4,0.73,0.17,0.15,0.13,0.25,0.11,29,257,259,60,52,47,
KittyKat,237,213.9,1.03,0.62,145.5,0.77,0.11,0.09,0.13,0.3,0.11,30,183,178,27,21,31,
DeadInk,221,213.9,0.98,0.67,140.6,0.75,0.18,0.11,0.12,0.18,0.1,35,165,169,39,24,26,
addison,226,213.8,1.05,0.69,136.1,0.77,0.13,0.19,0.12,0.35,0.24,26,175,167,29,43,27,
Andersin,1337,213.7,1.07,0.71,139.1,0.74,0.31,0.09,0.1,0.28,0.13,31,996,934,413,121,136,
Frosty,983,213.6,0.94,0.68,141,0.72,0.21,0.17,0.15,0.31,0.14,29,709,752,204,164,150,
Dragy,345,213.6,0.96,0.68,139.9,0.74,0.28,0.14,0.11,0.24,0.2,25,255,267,95,49,39,
h6tedthemost,309,213.6,1.06,0.79,136.6,0.73,0.32,0.12,0.06,0.3,0.19,27,225,213,99,36,19,
Thigwrb,639,213.5,0.98,0.7,143.3,0.72,0.21,0.13,0.13,0.22,0.12,24,457,466,137,82,86,
Dark3st,521,213.3,0.98,0.71,141.3,0.74,0.3,0.15,0.13,0.26,0.14,28,384,390,154,76,70,
Critical,1012,213.3,1.01,0.72,143.4,0.73,0.3,0.09,0.1,0.24,0.11,29,741,732,307,95,103,
MaKo,572,213.2,1.25,0.8,138.4,0.73,0.49,0.07,0.07,0.24,0.18,25,418,334,280,42,41,
Ltomlee,276,213.1,1.06,0.7,139.9,0.76,0.21,0.09,0.08,0.29,0.18,34,211,199,57,25,23,
PokemoN,403,213.1,0.98,0.68,138.4,0.73,0.28,0.1,0.12,0.28,0.16,22,294,301,113,39,48,
mw1,443,213,0.94,0.67,140.9,0.75,0.25,0.16,0.17,0.25,0.07,25,334,354,112,69,77,
doma,285,213,1.16,0.78,139.6,0.75,0.25,0.07,0.07,0.28,0.25,24,215,186,71,21,20,
RetrQ,879,213,0.97,0.7,137.9,0.74,0.27,0.12,0.12,0.22,0.14,31,650,671,238,107,104,
STYRON,938,212.9,1.12,0.75,143.5,0.74,0.33,0.06,0.05,0.22,0.16,30,696,621,310,59,51,
k0mpa,299,212.9,1,0.7,143.3,0.75,0.33,0.1,0.09,0.32,0.13,33,223,223,98,29,28,
adm1k,276,212.9,0.98,0.71,132.2,0.74,0.32,0.07,0.09,0.21,0.19,28,204,208,87,20,26,
andreww,404,212.9,1.02,0.66,138.4,0.77,0.12,0.15,0.15,0.28,0.13,26,311,304,49,59,59,
DxN,708,212.9,1.1,0.69,139.9,0.76,0.12,0.12,0.1,0.19,0.12,25,541,494,88,86,73,
keloqz,251,212.8,1.02,0.67,131.6,0.75,0.12,0.2,0.14,0.28,0.07,24,189,185,29,51,35,
Antidote,787,212.8,1.08,0.72,134.2,0.73,0.26,0.1,0.11,0.25,0.16,24,573,529,203,81,83,
soulcas,429,212.7,1.2,0.77,142.3,0.75,0.36,0.04,0.06,0.31,0.13,29,322,269,154,19,25,
Zyppan,1179,212.6,1.02,0.7,140.3,0.73,0.25,0.11,0.11,0.27,0.19,29,864,850,289,134,134,
Yuicaw,322,212.6,1.03,0.7,140.7,0.75,0.14,0.11,0.07,0.32,0.05,23,241,235,46,37,24,
showliana,645,212.5,1.13,0.75,137.6,0.75,0.37,0.07,0.07,0.23,0.13,27,484,428,238,45,45,
Retla,371,212.5,1.11,0.71,131.9,0.75,0.2,0.08,0.09,0.22,0.14,26,278,250,74,29,35,
acrian,306,212.3,0.86,0.65,136.5,0.72,0.21,0.13,0.16,0.18,0.07,23,221,258,64,39,50,
rhyme,514,212.3,0.98,0.69,140.7,0.71,0.25,0.13,0.14,0.32,0.2,22,365,371,127,68,71,
f1cio,646,212.3,1,0.7,136.2,0.74,0.18,0.14,0.15,0.25,0.15,29,480,480,118,88,96,
rayse,465,212.3,0.96,0.7,139.3,0.73,0.23,0.14,0.1,0.27,0.11,29,341,357,107,65,47,
s0m,522,212.2,0.97,0.71,141.2,0.73,0.27,0.11,0.12,0.24,0.16,27,379,391,139,59,62,
kiNgg,679,212.2,1.02,0.7,137.1,0.71,0.24,0.15,0.14,0.23,0.18,24,482,472,165,105,98,
Karra,216,212.2,0.98,0.68,140.8,0.73,0.34,0.07,0.1,0.31,0.18,25,158,161,73,15,21,
KING VINNY,803,212.1,1.11,0.72,138.5,0.76,0.15,0.16,0.09,0.22,0.12,31,608,546,119,126,75,
Babyblue,412,212,1.01,0.7,136.9,0.78,0.22,0.14,0.17,0.27,0.22,29,320,316,92,58,71,
River,354,212,0.95,0.66,137.3,0.74,0.2,0.17,0.14,0.31,0.16,28,263,278,71,59,48,
Zoe,599,211.8,1.02,0.71,141.8,0.74,0.33,0.07,0.07,0.21,0.11,30,443,433,196,39,42,
Eso177,413,211.8,1.09,0.72,141.5,0.74,0.19,0.09,0.1,0.21,0.1,28,306,282,79,39,41,
nasK,299,211.8,0.92,0.67,143.4,0.69,0.3,0.14,0.12,0.22,0.19,25,205,224,89,43,35,
mitch,772,211.7,1.14,0.73,135.6,0.75,0.23,0.13,0.09,0.19,0.12,25,580,507,181,102,66,
ApeX,471,211.6,1.01,0.64,139.8,0.77,0.12,0.16,0.16,0.34,0.23,28,362,360,57,74,77,
korosu,463,211.6,0.92,0.64,136.9,0.73,0.15,0.18,0.2,0.28,0.1,30,339,367,71,83,91,
Maskon,371,211.6,1.04,0.71,133.9,0.74,0.35,0.07,0.07,0.23,0.15,24,275,265,131,25,26,
Tkaz,1061,211.5,0.99,0.7,138.5,0.74,0.26,0.1,0.11,0.24,0.11,31,788,796,279,110,115,
Ko0,365,211.4,0.98,0.73,139.6,0.74,0.39,0.09,0.08,0.27,0.19,27,269,274,141,34,31,
eeiu,522,211.4,1.08,0.74,139,0.74,0.3,0.06,0.08,0.27,0.18,28,385,355,154,30,42,
xiTsha,361,211.3,1.06,0.7,140,0.76,0.3,0.09,0.09,0.3,0.21,29,276,260,109,34,33,
kamyk,345,211.2,1.04,0.74,139,0.76,0.32,0.11,0.1,0.3,0.21,22,262,252,109,37,33,
tex,522,211.1,1.09,0.69,138.5,0.77,0.12,0.21,0.13,0.37,0.13,26,402,368,64,108,68,
Marved,856,211.1,1.12,0.73,136.9,0.77,0.3,0.08,0.07,0.31,0.18,29,657,587,254,68,59,
AloNeFillz,1090,211,1.1,0.75,140.3,0.74,0.31,0.07,0.05,0.21,0.14,42,803,727,337,75,52,
Dynasty,201,210.8,1.01,0.74,137.5,0.74,0.35,0.04,0.08,0.25,0.2,23,148,147,71,8,17,
kvmilhvh,296,210.8,0.99,0.73,133.5,0.73,0.23,0.08,0.09,0.25,0.11,24,217,219,67,23,27,
JessieVash,1036,210.7,1.09,0.75,142,0.72,0.34,0.07,0.07,0.28,0.18,31,747,685,353,73,70,
ALMO,238,210.7,0.92,0.68,140.2,0.71,0.24,0.12,0.12,0.26,0.2,19,169,183,57,28,28,
7ssk7,403,210.7,1.11,0.68,137.8,0.76,0.12,0.2,0.12,0.24,0.19,26,306,275,47,82,50,
neth,474,210.6,1.1,0.73,137.3,0.7,0.25,0.1,0.09,0.23,0.19,24,334,303,118,48,45,
silenx,492,210.6,0.96,0.75,133.6,0.72,0.42,0.1,0.08,0.31,0.16,28,353,366,207,47,37,
Victor,856,210.5,0.94,0.71,138.1,0.7,0.27,0.14,0.15,0.23,0.08,25,601,640,228,119,131,
rosey,371,210.3,1.06,0.72,142.9,0.69,0.3,0.08,0.09,0.17,0.1,32,256,242,111,28,34,
nillyaz,855,210.2,1.07,0.72,140,0.74,0.23,0.1,0.08,0.31,0.14,27,634,592,193,86,67,
dESTRUCTIVEE,455,210.2,1.08,0.73,141.8,0.75,0.32,0.09,0.05,0.25,0.29,22,343,317,147,39,23,
pMdr1,645,210.1,1.01,0.72,136.2,0.74,0.3,0.08,0.09,0.33,0.16,27,475,472,194,49,59,
Vernina,599,210.1,1.09,0.67,132.8,0.76,0.11,0.13,0.08,0.26,0.04,29,453,417,68,79,49,
aLerT,205,210.1,0.94,0.68,140,0.71,0.23,0.11,0.09,0.29,0.24,20,146,155,48,22,18,
snirot,601,210.1,1.01,0.67,135.9,0.74,0.12,0.14,0.12,0.27,0.12,26,443,439,70,87,73,
ISSAA,555,210,1.13,0.68,133.9,0.77,0.13,0.14,0.1,0.24,0.12,26,425,375,73,78,57,
feqew,293,209.9,0.98,0.61,134.5,0.75,0.14,0.18,0.15,0.25,0.13,26,219,223,40,52,45,
ARIANARCHIST,542,209.8,1.03,0.7,137.9,0.74,0.27,0.12,0.11,0.16,0.16,36,399,389,146,63,61,
Dcop,393,209.8,0.97,0.69,134.7,0.72,0.29,0.1,0.12,0.19,0.18,22,282,292,113,40,49,
aduka,356,209.8,0.9,0.67,138.5,0.72,0.2,0.13,0.18,0.23,0.08,23,258,288,71,47,63,
icy,1160,209.8,1.02,0.7,138.8,0.73,0.29,0.1,0.1,0.22,0.16,30,845,828,337,111,118,
THEE,513,209.8,1.06,0.7,135,0.73,0.2,0.11,0.09,0.25,0.1,26,376,356,104,54,48,
Dext,325,209.7,1,0.7,135,0.74,0.16,0.1,0.08,0.32,0.14,27,242,242,51,34,25,
b3ta,693,209.7,1.01,0.74,135.7,0.72,0.37,0.07,0.08,0.26,0.2,29,499,494,259,46,52,
schnell,354,209.7,0.98,0.64,134.3,0.73,0.19,0.13,0.13,0.26,0.1,25,259,264,69,47,47,
Ambi,620,209.6,0.97,0.71,138,0.72,0.18,0.15,0.17,0.24,0.11,29,444,460,109,91,104,
GatsH,345,209.6,1.11,0.74,133.5,0.73,0.22,0.14,0.09,0.21,0.03,21,253,228,75,49,32,
Lyda,354,209.6,1.04,0.73,135.6,0.71,0.3,0.1,0.08,0.2,0.14,28,253,243,107,36,30,
Radski,249,209.6,0.95,0.69,141.6,0.72,0.21,0.12,0.12,0.32,0.09,24,179,188,52,31,30,
Australis,451,209.4,0.95,0.71,139.1,0.69,0.39,0.06,0.08,0.18,0.1,27,312,328,176,25,38,
AAAAY,322,209.4,1.04,0.69,139.5,0.75,0.19,0.1,0.13,0.32,0.11,25,242,232,61,33,42,
subbey,515,209.3,1,0.74,140.4,0.73,0.29,0.07,0.07,0.29,0.22,24,377,378,149,36,35,
Ayaaa,270,209.3,1,0.69,143.3,0.76,0.18,0.15,0.14,0.26,0.25,25,205,204,49,40,39,
Hotsauz,681,209.3,1.04,0.7,140,0.73,0.2,0.1,0.08,0.24,0.14,25,496,477,134,70,56,
Kaoticcc,473,209.2,0.94,0.71,138.4,0.73,0.19,0.13,0.16,0.22,0.06,26,344,367,90,63,75,
Kishi,685,209.2,0.99,0.69,138,0.75,0.23,0.11,0.12,0.29,0.16,30,512,515,159,74,81,
AtaKaptan,288,209.2,0.94,0.66,138.9,0.7,0.37,0.06,0.09,0.27,0.06,29,202,216,107,17,25,
Crunchy,950,209.1,1,0.72,135.4,0.72,0.32,0.09,0.12,0.24,0.16,29,687,684,304,89,114,
KHaaLiD,753,209.1,0.98,0.7,137.1,0.7,0.34,0.09,0.11,0.29,0.11,28,527,538,257,68,81,
sharky,389,208.8,1.03,0.71,136.5,0.73,0.21,0.1,0.12,0.2,0.08,27,284,277,81,38,47,
