PLAYER,RND,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,KMAX,K,D,A,FK,FD,
FNS,856,161.8,0.79,0.69,106.2,0.55,0.3,0.06,0.07,0.2,0.07,22,473,598,254,49,58,
Edw4rd,268,161.6,0.67,0.65,110.2,0.52,0.39,0.05,0.12,0.2,0.19,22,139,206,104,14,32,
Town,541,161.2,0.74,0.66,104.8,0.56,0.36,0.05,0.1,0.26,0.11,19,304,412,195,28,55,
SoberSushi,391,161.1,0.81,0.74,103,0.57,0.33,0.04,0.06,0.26,0.2,20,223,277,129,17,24,
B3Ar,455,161.1,0.88,0.69,105.6,0.59,0.32,0.04,0.07,0.33,0.2,21,269,305,144,19,30,
FAIRY,450,160.9,0.73,0.61,109.5,0.56,0.26,0.08,0.12,0.25,0.14,19,251,346,115,36,53,
Haodong,404,160.8,0.8,0.71,108.7,0.56,0.28,0.05,0.09,0.25,0.15,19,226,282,112,21,35,
West,251,160.5,0.71,0.59,107.4,0.54,0.26,0.06,0.09,0.19,0.17,23,136,192,66,14,23,
Veronica,283,160.2,0.71,0.57,105,0.58,0.16,0.08,0.12,0.2,0.08,23,163,228,46,22,34,
Reformed,522,160.2,0.75,0.7,103.6,0.55,0.39,0.04,0.08,0.21,0.28,19,285,379,202,22,41,
yiinel,749,160.2,0.78,0.68,106.2,0.57,0.33,0.05,0.09,0.27,0.11,23,426,546,246,41,67,
Keria,352,160.1,0.7,0.67,108.3,0.53,0.32,0.08,0.08,0.25,0.14,20,187,266,113,28,29,
Ming,333,160.1,0.71,0.58,109.5,0.55,0.18,0.08,0.13,0.28,0.07,23,184,258,59,28,44,
notxd,205,160,0.7,0.6,111.4,0.54,0.2,0.06,0.12,0.3,0.15,20,110,158,40,12,24,
Cybell,483,160,0.75,0.63,109.5,0.57,0.21,0.05,0.07,0.28,0.04,22,277,367,101,26,32,
Myssen,288,159.6,0.77,0.68,105.3,0.55,0.3,0.06,0.11,0.37,0.12,19,157,205,85,16,31,
Slandy,599,159.6,0.79,0.7,108.2,0.56,0.3,0.06,0.08,0.27,0.2,24,336,423,177,37,46,
Spocki,235,159.5,0.75,0.64,106,0.55,0.34,0.07,0.12,0.37,0.19,21,130,174,80,16,29,
AvovA,396,159.5,0.81,0.71,108.8,0.55,0.35,0.05,0.09,0.3,0.08,25,216,267,137,18,37,
naxy,453,159.3,0.91,0.72,104,0.56,0.26,0.03,0.05,0.19,0.15,19,255,281,118,15,21,
Dutch,235,159.1,0.86,0.65,103.9,0.59,0.2,0.05,0.05,0.3,0.12,17,138,161,47,11,11,
tigene,620,158.9,0.69,0.63,107.5,0.53,0.25,0.06,0.09,0.21,0.11,19,327,472,156,37,58,
sufu,212,158.6,0.72,0.62,107.3,0.55,0.28,0.09,0.08,0.22,0.13,21,117,163,59,20,17,
KillerMiller,558,158.6,0.72,0.65,107.2,0.54,0.25,0.05,0.08,0.2,0.13,21,301,416,139,30,45,
sword9,512,158.2,0.83,0.72,100.5,0.56,0.27,0.05,0.07,0.25,0.17,20,289,348,139,26,34,
STRANGER,395,158.1,0.69,0.65,109,0.55,0.25,0.08,0.1,0.25,0.13,20,219,316,100,31,38,
HellrangeR,604,158,0.9,0.69,103.6,0.58,0.27,0.05,0.06,0.31,0.13,19,353,392,166,30,35,
Einarhkays,366,158,0.73,0.62,106.3,0.57,0.23,0.07,0.09,0.18,0.14,25,209,286,86,24,33,
Fr4nky,1124,157.8,0.86,0.73,106.4,0.55,0.35,0.04,0.06,0.28,0.16,30,615,718,392,47,62,
Eshotz,235,157.8,0.62,0.61,109.5,0.51,0.37,0.05,0.12,0.18,0.11,17,121,196,87,11,29,
YOKY,286,157.7,0.76,0.7,101.2,0.54,0.35,0.07,0.09,0.27,0.04,18,155,204,99,21,25,
Mukke,437,157.7,0.7,0.68,105.4,0.53,0.33,0.05,0.13,0.21,0.14,19,231,332,146,22,56,
MEDC,335,157.6,0.58,0.63,103.9,0.49,0.37,0.05,0.11,0.22,0.1,19,164,283,123,16,36,
Dreamas,249,157.2,0.83,0.73,102.5,0.54,0.23,0.04,0.03,0.24,0.31,17,134,161,57,11,7,
zhar,366,156.8,0.69,0.6,103.8,0.54,0.25,0.06,0.09,0.23,0.11,17,197,287,91,21,32,
Bea2,412,156.6,0.82,0.68,103.1,0.57,0.34,0.04,0.08,0.22,0.07,19,235,287,140,17,32,
gWenn,270,156.4,0.8,0.69,107.3,0.57,0.26,0.05,0.05,0.2,0.19,16,153,192,71,14,14,
dinkzj,403,156.4,0.76,0.64,103.5,0.53,0.23,0.04,0.07,0.2,0.22,20,213,279,94,17,27,
rushhh,296,156.4,0.73,0.72,105.2,0.53,0.3,0.05,0.07,0.21,0.03,16,156,213,90,16,21,
dre,457,156,0.7,0.64,103.8,0.54,0.28,0.04,0.05,0.33,0.15,22,248,354,129,20,25,
Hasaa,209,156,0.71,0.7,100,0.55,0.34,0.03,0.08,0.27,0.03,17,114,160,71,6,16,
Dory,333,155.9,0.7,0.62,106,0.54,0.3,0.02,0.08,0.26,0.08,18,179,254,99,6,28,
Astell,474,155.8,0.86,0.74,104,0.54,0.4,0.05,0.09,0.25,0.14,18,258,301,188,23,45,
Hate,420,155.6,0.82,0.69,104.9,0.55,0.29,0.04,0.06,0.37,0.15,22,230,280,120,17,25,
eezy,306,155.2,0.67,0.65,103.6,0.5,0.28,0.05,0.12,0.14,0.13,18,152,228,85,15,37,
sian,366,155.1,0.84,0.7,108,0.55,0.3,0.05,0.04,0.32,0.18,27,200,237,108,19,15,
heist,315,154.9,0.7,0.67,106.1,0.53,0.28,0.05,0.09,0.28,0.05,19,167,237,88,16,29,
Click,356,154.8,0.77,0.68,103.2,0.56,0.35,0.04,0.08,0.19,0.16,19,199,259,124,14,27,
kurtesy,313,154.7,0.73,0.67,105,0.52,0.26,0.04,0.09,0.26,0.05,20,164,226,81,14,27,
GODLIKE,362,154.4,0.76,0.64,103.7,0.54,0.25,0.06,0.14,0.28,0.12,15,195,258,92,23,49,
Obnoks,254,154.1,0.7,0.59,107.1,0.53,0.15,0.04,0.11,0.25,0.09,17,135,194,37,11,28,
SasuKe,242,153.4,0.74,0.66,102.1,0.55,0.18,0.08,0.13,0.27,0.11,20,132,178,44,20,31,
puleule,208,153.1,0.7,0.64,102.9,0.52,0.29,0.05,0.04,0.22,0.08,18,108,154,61,10,8,
Ghost,321,152.9,0.73,0.7,99.7,0.52,0.34,0.05,0.05,0.28,0.1,17,166,226,109,15,17,
ARES,229,152.1,0.65,0.61,101.1,0.5,0.3,0.06,0.08,0.22,0.15,20,114,175,69,14,19,
Kouf,349,152,0.62,0.63,103.1,0.52,0.26,0.07,0.11,0.18,0.12,20,182,292,90,24,39,
Jasprr,208,151.7,0.66,0.59,102.1,0.5,0.25,0.03,0.08,0.23,0.07,20,103,155,51,7,17,
cbbk,214,150.9,0.68,0.67,96.3,0.49,0.33,0.07,0.09,0.21,0.15,15,105,155,71,16,20,
LeahPanda,342,150.5,0.68,0.67,97.3,0.51,0.35,0.04,0.06,0.14,0.09,21,175,257,118,15,22,
Russ,652,150.3,0.7,0.67,98.4,0.51,0.34,0.09,0.14,0.31,0.11,21,333,473,219,57,89,
Peloncito,303,149.9,0.72,0.66,102.7,0.54,0.25,0.04,0.05,0.28,0.12,25,164,228,75,12,16,
Starlight,296,149.5,0.68,0.64,96.7,0.52,0.22,0.07,0.11,0.27,0.18,17,155,228,66,21,32,
SH0UTy,209,149.2,0.7,0.57,95.9,0.53,0.22,0.05,0.16,0.19,0.26,18,110,158,46,11,33,
Neprix,404,149.2,0.67,0.65,102.4,0.51,0.28,0.04,0.1,0.3,0.06,19,207,311,112,17,41,
Iroh,225,148.5,0.68,0.72,94.6,0.5,0.27,0.04,0.08,0.23,0.06,17,113,166,60,10,17,
bonkar,455,148.5,0.82,0.69,98.5,0.52,0.3,0.05,0.06,0.18,0.15,22,236,289,135,24,26,
Aninha,209,147.4,0.65,0.65,102.6,0.5,0.26,0.04,0.06,0.18,0.05,22,104,160,55,9,12,
Rixad,244,146.4,0.62,0.65,99.2,0.5,0.24,0.04,0.08,0.26,0.08,16,122,198,59,9,20,
m1yu,463,145.2,0.68,0.65,95.5,0.51,0.27,0.05,0.08,0.34,0.17,22,235,348,126,22,38,
Nightmare,438,145.1,0.57,0.63,100.2,0.45,0.3,0.04,0.13,0.18,0.15,18,199,347,133,16,57,
Majestyy,742,143.6,0.72,0.68,92.7,0.51,0.27,0.06,0.06,0.25,0.12,20,375,521,204,42,45,
Rayy,285,143.4,0.61,0.64,100.4,0.48,0.29,0.05,0.11,0.27,0.1,22,136,222,82,14,32,
Mile,391,143.2,0.68,0.68,93,0.49,0.31,0.04,0.07,0.19,0.11,19,190,281,122,16,26,
guiih9,230,143.2,0.68,0.59,96.8,0.5,0.25,0.05,0.13,0.26,0.06,18,115,170,57,12,31,
rhz,587,142.7,0.73,0.7,93.1,0.51,0.27,0.04,0.09,0.24,0.14,20,297,409,161,25,53,
peachtea,408,142.4,0.65,0.65,93.4,0.5,0.3,0.05,0.07,0.31,0.07,20,205,314,121,20,29,
NANZIN,226,141.1,0.7,0.65,98.4,0.49,0.31,0.02,0.06,0.29,0.09,21,111,158,71,4,13,
Apidaez,542,140,0.67,0.69,93.1,0.47,0.34,0.04,0.07,0.14,0.19,20,257,386,184,20,40,
Hadi,226,137.5,0.64,0.63,90.2,0.46,0.24,0.03,0.06,0.26,0.13,16,105,165,55,7,14,
depppx,937,136.2,0.65,0.68,86.3,0.47,0.36,0.05,0.1,0.18,0.17,21,438,670,342,48,92,
Nanu,247,133.5,0.61,0.6,88.2,0.45,0.24,0.04,0.08,0.27,0.14,13,111,183,59,10,20,
vickt0r,206,132.4,0.57,0.61,88.4,0.46,0.25,0.05,0.1,0.24,0.05,17,94,165,51,10,21,
Trippy,260,132.2,0.57,0.65,91.8,0.43,0.31,0.02,0.05,0.19,0.11,24,112,195,81,6,14,
AreyouRyu,470,129.6,0.64,0.65,87,0.46,0.23,0.04,0.06,0.18,0.12,16,214,334,106,17,26,
Tailo,223,120.9,0.49,0.59,83.8,0.39,0.25,0.03,0.11,0.19,0.03,15,87,179,56,7,25,
Lakia,285,251.6,1.33,74%,162.4,0.89,0.32,0.12,0.08,26%,13%,30,253,190,90,34,23,
SicK,118,189.8,1,64%,120.8,0.71,0.25,0.06,0.12,26%,18%,21,284,84,29,7,14
